title,region,number_of_rooms,quadrat,date,price
leshohet me qira garsoniere ne ulpian,Prishtine,1,30m 2,01/07/2021,170 €
Ofrohet Banesa Me Qira 67M2 Ne Lagjjen Tophane!DELTA,Prishtine,2,67m 2,01/07/2021,220 €
Ofrohet Banesa Me Qira 86M2 Ne Lagjjen Mati1!DELTA,Prishtine,3,86m 2,01/07/2021,330 €
Ofrohet Banesa Me Qira 90M2 Ne Rrugen B!DELTA,Prishtine,3,90m 2,01/07/2021,350 €
Banesa 64m2 me qira te Bregu i Diellit 2 Rozi Patundshmeri,Prishtine,1,64m 2,01/07/2021,200 €
Ofrohet banesa me qira ne Lagjen Arbëria !DELTA,Prishtine,2,78m 2,30/06/2021,300 €
Banesë me qira te Muhaxherët📍,Prishtine,2,57m 2,30/06/2021,350 €
Ofrohet me Qira Banesa 87m2 te Rruga B ! DELTA,Prishtine,3,87m 2,30/06/2021,320 €
"Banesë me qira në Dardani, te Viva dhe Eli-Ab📍",Prishtine,3,70m 2,30/06/2021,300 €
leshohet garsoniere me qira ne ulpian,Prishtine,1,30m 2,30/06/2021,170 €
Banesa per qera ne Veternik 1+1,Prishtine,2,65m 2,30/06/2021,200 €
Banesa per qera ne Fushe Kosove 1+1,Fushe Kosove,2,65m 2,30/06/2021,200 €
Banesa per qera 2+1 ne Fushe Kosove 150 euro,Fushe Kosove,3,85m 2,30/06/2021,150 €
Banesa per qera ne Dardani 1+1,Prishtine,2,55m 2,30/06/2021,200 €
Banesa per qera te Sllovenia e Sportit 2+1,Prishtine,3,85m 2,30/06/2021,250 €
Banesë me qira në Arbëri -Dragodan📍,Prishtine,3,96m 2,30/06/2021,470 €
Banesa 60m2 me qira ne Fushe Kosove Rozi Patundshmeri,Prishtine,1,60m 2,30/06/2021,200 €
Banesa 81m2 me qira ne Fushe Kosove Rozi Patundshmeri,Fushe Kosove,2,81m 2,30/06/2021,200 €
Gasonjerka me qira në Bregun e Diellit perball Qerim 2📍,Prishtine,2,40m 2,29/06/2021,140 €
Banese me qira 2+1 ne Lagjen Kalabria (Emshir) - E DHENE!,Prishtine,2,90m 2,29/06/2021,300 €
"Banes me qira ne Dragodan ""M1""",Prishtine,3,80m 2,29/06/2021,300 €
"Banes me qira ne Dragodan ""M1""",Prishtine,3,100m 2,29/06/2021,400 €
Leshohet Banesa me Qira te Rruga B,Prishtine,2,70m 2,29/06/2021,300 €
Leshohet Banesa me Qira te Sheshi Zahir Pajaziti,Prishtine,1,50m 2,29/06/2021,300 €
Leshohet Banesa me Qira ne Dragodan,Prishtine,3,87m 2,29/06/2021,480 €
Leshohet Banesa me Qira te Rruga B,Prishtine,2,85m 2,29/06/2021,450 €
Leshohet Banesa me Qira te Rruga B,Prishtine,2,73m 2,29/06/2021,450 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,2,74m 2,29/06/2021,270 €
"Banes me qira ne Aktashë ""M1""",Prishtine,3,80m 2,29/06/2021,300 €
Banesa 76m2 me qira te Lagja E Spitalit Rozi Patundshmeri,Prishtine,2,76m 2,29/06/2021,250 €
Ofrohet Banesa Me Qira 65M2 Ne Lagjjen Bregu I Diellit!DELTA,Prishtine,2,65m 2,28/06/2021,200 €
Ofrohet Banesa Me Qira 65M2 Ne Lagjjen Pejton!DELTA,Prishtine,2,65m 2,28/06/2021,270 €
Banes me qera,Prishtine,2,65m 2,28/06/2021,250 €
Ofrohet me Qira Garsoniera 25m2 te Hotel Grandi ! DELTA,Prishtine,1,25m 2,28/06/2021,220 €
Ofrohet me Qira Banesa 72m2 ne Mahalle te Muhaxhereve ! DELTA,Prishtine,2,72m 2,28/06/2021,250 €
"Banesë me qira në Lakrishtë, Nartel center📍",Prishtine,2,60m 2,28/06/2021,270 €
Leshohet banesa me qira ne breg te diellit,Prishtine,2,70m 2,28/06/2021,230 €
leshohet banesa 160 euro ne breg te diellit perball ambullantes,Prishtine,1,45m 2,28/06/2021,160 €
jep banes me qira ne breg dillit te busti i enver malokut te albi market,Prishtine,1,40m 2,28/06/2021,150 €
Ofrohet Bananesa Me Qira 100M2 Ne Lagjjen Mati !DELTA,Prishtine,3,100m 2,26/06/2021,310 €
Banesë me qira ne Bregun e Diellit,Prishtine,1,57m 2,26/06/2021,200 €
Banesë me qira ne qender,Prishtine,1,33m 2,26/06/2021,190 €
Banesë me qira ne Lakrishtë,Prishtine,1,60m 2,26/06/2021,280 €
Banesë me qira ne Bregun e Diellit,Prishtine,1,60m 2,26/06/2021,200 €
"Banesë me qira te Fakulteti Teknik, afër route 66📍",Prishtine,2,60m 2,26/06/2021,200 €
Banesa 80m2 me qira ne Arberi Rozi Patundshmeri,Prishtine,2,80m 2,26/06/2021,500 €
Leshohet Banesa me Qira te Kulla e Zotnis,Prishtine,2,60m 2,24/06/2021,230 €
Leshohet Banesa me Qira te Kompleksi Dardha (Emshir),Prishtine,4,100m 2,24/06/2021,400 €
Lëshohet banesa me qera ne Lagjen Mati 1 !DELTA,Prishtine,2,60m 2,24/06/2021,250 €
Ofrohet banesa me qira në Lakrishte !DELTA,Prishtine,3,80m 2,24/06/2021,400 €
Banesë me QIRA në Ulpianë përballë konvikteve,Prishtine,2,60m 2,24/06/2021,220 €
Ofrohet Banesa Me Qira 80M2 Ne Lagjjen Ulpiana!DELTA,Prishtine,3,80m 2,24/06/2021,300 €
"Banesë me qera në lagjen Kalabria ( Emshir ), prapa UBT-se #2462",Prishtine,3,70m 2,24/06/2021,250 €
"Banesë me qera në lagjen Ulpiana, prapa zyrëve të AAK-së #2469",Prishtine,3,74m 2,24/06/2021,400 €
"Banesë me qera në lagjen Mati 1, prane Restaurant Loriano #2473",Prishtine,3,85m 2,24/06/2021,450 €
"Banesë e re me qera në lagjen Mati 1, rruga B, afer Fiva Star #2475",Prishtine,2,54m 2,24/06/2021,250 €
"Banesë me qera në lagjen Ulpiana, prapa Az Tech #2480",Prishtine,2,35m 2,24/06/2021,190 €
"Banesë me qera në lagjen Mati 1, mbi Maxi 24h #2481",Prishtine,2,60m 2,24/06/2021,300 €
Ofrohet me Qira Banesa 100m2 ne Breg Diellit ! DELTA,Prishtine,3,100m 2,24/06/2021,400 €
Ofrohet me Qira Banesa ne Ulpiane perball ish-Moxartit ! DELTA,Prishtine,2,55m 2,24/06/2021,250 €
Banesa 91m2 me qira ne Fushe Kosove Rozi Patundshmeri,Prishtine,2,91m 2,24/06/2021,200 €
Banesë me qira te Xhamia e Llapit,Prishtine,2,95m 2,23/06/2021,200 €
Banesë me qera ne lagjen Mati 1. pranë Maxit 24h #2447,Prishtine,3,90m 2,23/06/2021,350 €
"Banesë me qera në lagjen Arberi ( Dragodan ), prane Cactus #2461",Prishtine,2,70m 2,23/06/2021,280 €
"Banesë me qera në lagjen Mati 1, pranë Emona Center #2457",Prishtine,2,60m 2,23/06/2021,220 €
Banesa 92m2 me qira te Rruga C Rozi Patundshmeri,Prishtine,2,92m 2,23/06/2021,350 €
Ofrohet banesa me qira ne Lagjen Mati 1 (te banesat e Perparimit)!DELTA,Prishtine,4,135m 2,23/06/2021,500 €
Ofrohet PentHouse me qera ne Lagjen Kalabria (Emshir) !DELTA,Prishtine,3,75m 2,23/06/2021,400 €
Ofrohet me Qira Banesa 75m2 ne Lagje te Spitalit ! DELTA,Prishtine,3,75m 2,22/06/2021,300 €
Ofrohet me Qira Banesa 100m2 per Banim / Zyre ne Mati 1 ! DELTA,Prishtine,3,100m 2,22/06/2021,320 €
prapa Viva Fresh #2430,Prishtine,2,78m 2,22/06/2021,280 €
Ofrohet Banesa Me Qira 73M2 Ne Rrugen B!DELTA,Prishtine,2,73m 2,22/06/2021,450 €
Ofrohet banesa me qira ne Lagjen Arbëria (Dragodan) !DELTA,Prishtine,3,86m 2,22/06/2021,500 €
Ofrohet me Qira Banesa 70m2 per Banim / Zyre ne Mati 1 ! DELTA,Prishtine,2,70m 2,22/06/2021,270 €
Banesë me qira ne Arbëri/ Dragodan,Prishtine,1,60m 2,22/06/2021,200 €
Banesa 73m2 me qira te Rruga B Rozi Patundshmeri,Prishtine,1,73m 2,22/06/2021,450 €
Kat shtepije me qera,Prishtine,2,60m 2,22/06/2021,130 €
Banesa 120m2 me qira ne Qender Rozi,Prishtine,4,120m 2,22/06/2021,"1,200 €"
Banesa 120m2 me qira ne Qender Rozi Patundshmeri,Prishtine,4,120m 2,22/06/2021,700 €
Banesa 95m2 ne shitje te Mati 1 Rozi Patundshmeri,Prishtine,2,95m 2,22/06/2021,"95,000 €"
Leshohet Banesa me Qira te Rruga B,Prishtine,2,67m 2,22/06/2021,280 €
Leshohet Banesa me Qira (mbrapa spitalit) Eulex,Prishtine,3,90m 2,22/06/2021,350 €
"Banesë me qira në lagjen ""Dardania"", afër ""Orës""",Prishtine,2,50m 2,21/06/2021,220 €
Banesë me qira ne Dardani,Prishtine,1,60m 2,21/06/2021,250 €
Banesë me qira ne Dardani,Prishtine,1,70m 2,21/06/2021,230 €
Banesë me qira ne FushëKosovë,Fushe Kosove,2,70m 2,21/06/2021,220 €
Banesë me qira ne Dardani,Prishtine,2,80m 2,21/06/2021,250 €
Banesë me qira te Muhaxhert,Prishtine,1,50m 2,21/06/2021,220 €
Banesë me qira ne Ulpijanë,Prishtine,1,45m 2,21/06/2021,200 €
shtëpi me qira ne Arbëri/ Dragodan,Prishtine,1,70m 2,21/06/2021,180 €
Banesë me qira ne Ulpijanë,Prishtine,1,40m 2,21/06/2021,200 €
Banesë me qira te Mati 1,Prishtine,2,87m 2,21/06/2021,250 €
Leshohet Banesa me Qira ne Dragodan,Prishtine,3,90m 2,21/06/2021,450 €
Leshohet Banesa me Qira te Lagja Spitalit,Prishtine,3,96m 2,21/06/2021,250 €
"Banes me qira ne Lagjen e Muhaxherve ""M1""",Prishtine,2,75m 2,21/06/2021,230 €
Leshohet Banesa me Qira te BeniDona,Prishtine,2,69m 2,21/06/2021,280 €
Leshohet Banesa me Qira te Rruga Muharrem Fejza,Prishtine,2,75m 2,21/06/2021,220 €
Leshohet Banesa me Qira ne Emshir,Prishtine,3,85m 2,21/06/2021,300 €
Ofrohet me Qira Banesa 120m2 ne Lagje te Spitalit ! DELTA,Prishtine,4,120m 2,21/06/2021,400 €
"Banesë me qera tek Qafa, rruga UCK-se #2443",Prishtine,2,75m 2,21/06/2021,250 €
"Banesë\Garsoniere me qera ne lagjen Qendër, prane Komunes se vjeter #2450",Prishtine,1,35m 2,21/06/2021,200 €
"Banesë me qera në lagjen Bregu i Diellit, përball Royall Mall #2459",Prishtine,2,40m 2,21/06/2021,200 €
Leshohet banesa me qira te sami frasheri,Prishtine,1,50m 2,21/06/2021,180 €
LESHOHET BANESA ME QERA TE SAMI FRASHERI AFER AMBULLANTES,Prishtine,1,50m 2,21/06/2021,160 €
LESHOHET BANESA ME QERA NE BREG DILLIT TE SHKOLLA ISMAIL QEMAILI,Prishtine,1,45m 2,21/06/2021,180 €
LESHOHET BANES 180 EURO NE MATI 1 MUHARREM FEJZA,Prishtine,1,60m 2,21/06/2021,180 €
Banesa 44m2 me qira te Bregu i Diellit,Prishtine,1,44m 2,21/06/2021,200 €
Leshohet banesa me qera ne lagje te spitalit,Prishtine,1,60m 2,20/06/2021,250 €
Leshohet garsoniere me qera ne ulpian afer simfonis,Prishtine,1,30m 2,19/06/2021,130 €
Leshohet banesa me qira te shkolla fillore hasan prishtina,Prishtine,1,40m 2,19/06/2021,180 €
Leshohet banesa me qira ne breg te diellit te banesat e bardha,Prishtine,2,90m 2,19/06/2021,200 €
Ofrohet me Qira Banesa ekslusive 120m2 ne Pejton ! DELTA,Prishtine,4,120m 2,19/06/2021,600 €
Ofrohet me qera banesa ne Lagjen Emshir (banesat e Arabëve)!DELTA,Prishtine,3,85m 2,19/06/2021,250 €
Banesa 64m2 me qira ne Dardani Rozi Patundshmeri,Prishtine,1,64m 2,19/06/2021,240 €
Ofrohet me Qira Banesa 70m2 te Rruga B ! DELTA,Prishtine,3,70m 2,18/06/2021,300 €
Ofrohet me Qira Banesa eksklusive ne Dragodan afer Minimaxit ! DELTA,Prishtine,3,92m 2,18/06/2021,600 €
Leshohet banesa me qira te sllovenia sporti,Prishtine,1,65m 2,18/06/2021,230 €
Leshohet banesa me qira te sllovenia sporti,Prishtine,1,60m 2,18/06/2021,220 €
Banesa 50m2 me qira te Bregu I Diellit 2 Rozi Patundshmeri,Prishtine,1,50m 2,18/06/2021,200 €
Leshohet me qira garsonjere ne Ulpiane,Prishtine,1,40m 2,17/06/2021,180 €
leshohet me qira te parku i qytettit,Prishtine,1,50m 2,17/06/2021,200 €
Banesë PA MOBILE për Zyre me qira te Muhaxherët📍,Prishtine,3,56m 2,17/06/2021,230 €
LESHOHET BANESA ME QIRA NE RRUGEN MUHARREM FEJZA,Prishtine,1,60m 2,17/06/2021,200 €
Leshohet banesa me qira ne breg te diellit,Prishtine,1,42m 2,17/06/2021,160 €
Leshohet banesa me qira ne ulpian te fontana,Prishtine,1,50m 2,17/06/2021,200 €
Banese moderne me qira ne Pejton,Prishtine,1,70m 2,16/06/2021,320 €
Banese me qira ne Tophane 2+1,Prishtine,2,98m 2,16/06/2021,280 €
Banese me qira ne Tophane,Prishtine,1,50m 2,16/06/2021,250 €
Banese me qira ne Pejton,Prishtine,1,50m 2,16/06/2021,230 €
"Ofrohet me #QIRA banesa afër qendrës te Hotel ""Sirius""",Prishtine,2,65m 2,16/06/2021,250 €
Leshohet banesa me qira ne lagjen mati 1 rruga muharrem fejza,Prishtine,1,50m 2,16/06/2021,200 €
Ofertë e veçantë nga PIRRO!⏰,Prishtine,2,90m 2,16/06/2021,450 €
LESHOHET BANESA ME QIRA TE ELENA GJIKA,Prishtine,2,60m 2,16/06/2021,250 €
BANESE ME QERA NE B.DIELLIT AFER XHAMBAZEVE 5,Prishtine,1,100m 2,16/06/2021,270 €
Banesa per qera ne Fushe Kosove 2+1,Prishtine,3,130m 2,16/06/2021,250 €
Banesa per qera ne Aktash 2+1,Prishtine,3,93m 2,16/06/2021,500 €
Banesa per qera afer Qafes 2+1,Prishtine,4,115m 2,16/06/2021,350 €
Banesa per qera per balle rruges B 1+1,Prishtine,2,55m 2,16/06/2021,220 €
Banesa 57m2 me qira te Bregu I Diellit 2 Rozi Patundshmeri,Prishtine,1,57m 2,16/06/2021,200 €
Leshohet banesa te sllovenia sporti,Prishtine,1,65m 2,15/06/2021,230 €
Leshohet Banesa me Qira te Eulexi (mbrapa spitalit),Prishtine,2,65m 2,15/06/2021,300 €
Leshohet Banesa me Qira te Bregu i Diellit,Prishtine,2,65m 2,15/06/2021,260 €
Banese 2 dhomeshe me qera ne QENDER,Prishtine,3,95m 2,15/06/2021,300 €
"Ofrohet Banesa Me Qira 60M2 Ne Lagjjene""Muhaxhereve!DELTA",Prishtine,2,60m 2,15/06/2021,230 €
Banese me qira ne Dardani,Prishtine,2,75m 2,15/06/2021,250 €
Banese me qira ne Veterrnik Mbrapa Spitalit Amerikan,Prishtine,1,65m 2,15/06/2021,180 €
Banese me qira te Sllovenia Sporti,Prishtine,2,76m 2,15/06/2021,300 €
Ofrohet me Qira Banesa 63m2 per ZYRE ne Ulpiane ! DELTA,Prishtine,3,63m 2,15/06/2021,350 €
Banesa 74m2 me qira ne Ulpiane Rozi Patundshmeri,Prishtine,2,74m 2,15/06/2021,300 €
Ofrohet banesa me qera ne Lagjen e Muhaxherëve !DELTA,Prishtine,2,70m 2,15/06/2021,250 €
Banes me qira ne Bregun e Diellit (banesat e Bardha) !DELTA,Prishtine,2,45m 2,15/06/2021,220 €
Banese me qera Bregu i diellit,Prishtine,2,100m 2,14/06/2021,400 €
Banese me qera tek Qafa,Prishtine,2,93m 2,14/06/2021,400 €
"Banesë me qira në Bregun e Diellit, tek Qendra Tregtare📍",Prishtine,2,60m 2,14/06/2021,230 €
"Banesë me qera në lagjen Qender, prane Rektoratit #2456",Prishtine,2,40m 2,14/06/2021,300 €
"Banesë me qera në lagjen Lakrishtë, objekti Beni Dona #2458",Prishtine,3,70m 2,14/06/2021,260 €
Lëshohet banesa me qera!,Prishtine,1,65m 2,14/06/2021,250 €
"Banesë me qera në lagjen Mati 1, përball banesave te bardha #2460",Prishtine,2,57m 2,14/06/2021,200 €
Ofrohet Bananesa Me Qira 57M2 Ne Breg Diellit !DELTA,Prishtine,2,57m 2,14/06/2021,200 €
"Banesë me qera në lagjen Mati 1, rruga B, objekti Royall Mall #2443",Prishtine,3,91m 2,14/06/2021,450 €
Banesë me qira në Emshir📍,Prishtine,2,71m 2,14/06/2021,300 €
Ofrohet banesa me qira per zyre/banim ne Mati 1!DELTA,Prishtine,3,89m 2,12/06/2021,300 €
Leshohet Banesa me Qira te Prishtina re,Prishtine,3,82m 2,12/06/2021,250 €
Leshohet Banesa me Qira te Rruga C,Prishtine,3,75m 2,12/06/2021,250 €
Leshohet Shtepia me Qira ne Matiçan,Prishtine,7,0m 2,12/06/2021,350 €
Leshohet Banesa me Qira ne Dragodan,Prishtine,3,91m 2,12/06/2021,420 €
Banesë me qira te kompleksi Dardha,Prishtine,2,100m 2,12/06/2021,400 €
Banesë me qira ne lagjen e Spitalit,Prishtine,2,80m 2,12/06/2021,270 €
Banesë me qira te 4 llullat,Prishtine,1,70m 2,12/06/2021,250 €
Banesë me qira ne Bregun e Diellit,Prishtine,1,60m 2,12/06/2021,220 €
Banesë me qira ne Dardani,Prishtine,1,65m 2,12/06/2021,240 €
Banesë me qira ne Emshir,Prishtine,1,60m 2,12/06/2021,240 €
Ofrohet Bananesa Me Qira 100M2 Ne Lagjjen Emshir !DELTA,Prishtine,3,100m 2,12/06/2021,400 €
Ofrohet Bananesa Me Qira 60M2 Ne Lagjjen Emshir !DELTA,Prishtine,2,60m 2,12/06/2021,250 €
"Banes me qira ne lagjen Dodona ""M1""",Prishtine,2,75m 2,12/06/2021,350 €
Banes me qira ne mat 1,Prishtine,2,0m 2,12/06/2021,350 €
Ofrohet me Qira Banesa 96m2 ne Lagje te Spitalit ! DELTA,Prishtine,3,96m 2,11/06/2021,250 €
Ofrohet me Qira Banesa 71m2 me mbrapa Eulexit ! DELTA,Prishtine,3,71m 2,11/06/2021,250 €
banese me qira ne dardani,Prishtine,2,45m 2,11/06/2021,200 €
banese me qira ne dardani,Prishtine,2,45m 2,11/06/2021,200 €
banese me qira ne dardani,Prishtine,2,45m 2,11/06/2021,200 €
Ofrohet me Qira Banesa 75m2 ne Lagjen Mati 1 ! DELTA,Prishtine,3,75m 2,11/06/2021,250 €
Banesë me qira ne lagjen e Spitalit,Prishtine,2,94m 2,11/06/2021,250 €
Ofrohet banesa me qera ne Dardani !DELTA,Prishtine,2,50m 2,11/06/2021,280 €
"Banesa me qira në Qendër tek Grandi, afër Rektoratit",Prishtine,2,50m 2,11/06/2021,300 €
Ofrohet Bananesa Me Qira 75M2 Ne Lagjjen Mati1 !DELTA,Prishtine,3,75m 2,11/06/2021,220 €
Ofrohet Bananesa Me Qira 94M2 Ne Lagjjen Mati1 !DELTA,Prishtine,3,94m 2,11/06/2021,250 €
Banesë me qira tek Sami Frasheri,Prishtine,2,50m 2,11/06/2021,200 €
Banesa 40m2 me qira ne Ulpiane Rozi Patundshmeri,Prishtine,1,40m 2,11/06/2021,200 €
Leshoje Banesen me qira,Fushe Kosove,2,50m 2,10/06/2021,200 €
"Gasonjerka me qira mbrapa Teatrit, te Dodona",Prishtine,1,40m 2,10/06/2021,180 €
"Banesë me qira tek Parku i Qytetit, te Fitnesi LifeStyle📍",Prishtine,2,60m 2,10/06/2021,200 €
Leshohet Banesa me Qira ne Ulpian,Prishtine,2,70m 2,10/06/2021,350 €
Leshohet Banesa me Qira ne Lakrishte te BeniDona,Prishtine,2,80m 2,10/06/2021,300 €
Leshohet Banesa me Qira ne Dardani,Prishtine,2,70m 2,10/06/2021,350 €
Leshohet Banesa me Qira te rruga e Germis,Prishtine,2,73m 2,10/06/2021,300 €
Leshohet Banesa me Qira ne Emshir (model slovenia),Prishtine,3,83m 2,10/06/2021,350 €
Leshohet Banesa me Qira te 4 Llullat,Prishtine,2,75m 2,10/06/2021,250 €
BANESEN ME QIRA 3 DHOMSHE ME GARAZH-PA MOBILJE-ME KUZHINE,Fushe Kosove,3,92m 2,10/06/2021,250 €
Lëshohet me qera Extra Banesa në Rrugën B mbrapa Viva Fresh!,Prishtine,1,63m 2,10/06/2021,280 €
Banesë me qira ne Ulpijanë,Prishtine,1,45m 2,10/06/2021,220 €
"Banesa me qira në Qendër, mbrapa Hotel Sirius📍",Prishtine,2,60m 2,10/06/2021,210 €
Ofrohet banesa me qira ne Kalabri !DELTA,Prishtine,3,80m 2,09/06/2021,300 €
Banes 2 + 1 me qera mrapa Sllovenia Sportit !DELTA,Prishtine,3,75m 2,09/06/2021,300 €
Gasoniere me qira te rruga B,Prishtine,1,40m 2,09/06/2021,190 €
Banesë me qira te 4 llullat,Prishtine,1,60m 2,09/06/2021,270 €
Ofrohet me Qira Banesa 75m2 mbrapa Teatrit ! DELTA,Prishtine,2,75m 2,09/06/2021,250 €
Leshohet Banesa me Qira ne Dragodan,Prishtine,3,87m 2,09/06/2021,300 €
Leshohet Banesa me Qira te Rruga C,Prishtine,3,91m 2,09/06/2021,350 €
Leshohet Banesa me Qira ne Dragodan te Komuna e Re,Prishtine,2,70m 2,09/06/2021,300 €
Zyre me qira ne Rrugen B,Prishtine,3,90m 2,09/06/2021,450 €
"Banesë me qira te Domi i Pleqve,📍",Prishtine,3,80m 2,08/06/2021,500 €
"Shtepi me qira ne Veternik ""M1""",Prishtine,5,230m 2,08/06/2021,550 €
Banesë me qira ne Emshir,Prishtine,2,85m 2,08/06/2021,350 €
Banesë me qira ne Bregun e Diellit,Prishtine,1,55m 2,08/06/2021,200 €
Banesë me qira ne Dragodan,Prishtine,1,80m 2,08/06/2021,220 €
Banesë me qira ne Dardani,Prishtine,1,60m 2,08/06/2021,220 €
Banesë me qira ne qender,Prishtine,1,45m 2,08/06/2021,220 €
Banesë me qira ne Emshir,Prishtine,2,75m 2,08/06/2021,300 €
Banesë me qira mbrapa Sllovenia Sport,Prishtine,2,75m 2,08/06/2021,210 €
Ofrohet Bananesa Me Qira 75M2 Te 4 LLULLAT !DELTA,Prishtine,2,75m 2,08/06/2021,250 €
Banesa me qera,Prishtine,1,65m 2,08/06/2021,200 €
Ofrohet Banesa Me Qira 82M Ne Lagjjen E Spitalit!DELTA,Prishtine,3,82m 2,07/06/2021,250 €
"Gasonjerka me qira në Ulpianë, mbrapa AAK",Prishtine,1,30m 2,07/06/2021,170 €
Ofrohet Bananesa Me Qira 75M2 Ne Rrugen B !DELTA,Prishtine,3,75m 2,07/06/2021,250 €
🏢Banesa me qira për zyre - #Prishtinë.,Prishtine,3,64m 2,07/06/2021,250 €
🏢Ofrohet me #QIRA #Gasonjerka !!!,Prishtine,1,41m 2,07/06/2021,250 €
🏢 Ofrohet #Banesa me #Qira - Prishtinë.,Prishtine,3,115m 2,07/06/2021,500 €
🏢 Banesa me qira në Lakrishtë - #Prishtinë.,Prishtine,1,52m 2,07/06/2021,300 €
Banesë Zyre PA MOBILE me qira në Rrugen B📍,Prishtine,3,8m 2,07/06/2021,250 €
Banea per qera te Sllovenia e Sportit 2+1,Prishtine,3,95m 2,07/06/2021,300 €
Banesë me qira në Bregun e Diellit,Prishtine,3,80m 2,07/06/2021,250 €
"BANESE ME QERA NE F.KOSOVE, RR.DARDANIA, PERBALLE MERIDIANIT 180 EURO",Fushe Kosove,2,60m 2,07/06/2021,180 €
"BANESE ME QERA TE CASSA MIA, NE FUSHE KOSOVE, 2 DHOMA GJUMI",Fushe Kosove,3,88m 2,07/06/2021,300 €
"Banesë me qera në lagjen Mati 1, afer Super Vives #2428",Prishtine,3,78m 2,07/06/2021,250 €
"Banesë me qera në lagjen Dardania, afër Viva fresh #2431",Prishtine,1,30m 2,07/06/2021,170 €
"Banesë me qera në lagjen Aktash, perball Salles 1 Tetori #2436",Prishtine,2,50m 2,07/06/2021,200 €
Ofrohet me Qira Banesa per Banim/Zyre 51m2 ne Dragodan ! DELTA,Prishtine,1,51m 2,05/06/2021,250 €
Ofrohet me Qira / Shitje Banesa 67m2 ne Dragodan ! DELTA,Prishtine,2,67m 2,05/06/2021,300 €
Banesë me qira ne Ulpijanë,Prishtine,1,50m 2,05/06/2021,200 €
Gasoniere me qira ne Dardani,Prishtine,1,35m 2,05/06/2021,180 €
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,75m 2,05/06/2021,280 €
"Banesë me qira në Qendër, mbrapa Hotel Siriusit📍",Prishtine,3,70m 2,05/06/2021,300 €
Banesë me qira në Lakrishte📍,Prishtine,2,55m 2,05/06/2021,300 €
"Banesa me qira në Dardani tek Billi, afër Ora📍",Prishtine,2,60m 2,05/06/2021,380 €
Banesë me qira në Dragodan📍,Prishtine,3,75m 2,05/06/2021,400 €
Leshohet Banesa me Qira ne Arberi(Dragodan),Prishtine,2,80m 2,04/06/2021,400 €
Leshohet Banesa me Qira te Rr.Muharrem Fejza,Prishtine,2,80m 2,04/06/2021,350 €
Leshohet Banesa me Qira te 4 Llullat,Prishtine,2,60m 2,04/06/2021,250 €
Leshohet Banesa me Qira ne Aktash e Pershtatshme per Zyre,Prishtine,4,0m 2,04/06/2021,600 €
"Ofrohet me qira banesa komode afer qendres se qytetit prane shtepise se pleqeve ne rrugen""Nazim Gafurri"". (Perball Meredian Exspress) !DELTA",Prishtine,3,73m 2,04/06/2021,300 €
Banes 2 + 1 me qera mrapa Sllovenia Sportit !DELTA,Prishtine,3,73m 2,04/06/2021,300 €
🏢 Ofrohet #Banesa me #Qira - Prishtinë.,Prishtine,1,44m 2,04/06/2021,230 €
🏢 Ofrohet #Banesa me #Qira - Rruga B,Prishtine,2,91m 2,04/06/2021,450 €
Ofrohet banesa me qira ne Lagjen Mati 1 (te Standardi)!DELTA,Prishtine,4,110m 2,04/06/2021,450 €
Banesa me #Qira,Prishtine,2,56m 2,04/06/2021,430 €
Banesë me qira ne Bregun e Diellit,Prishtine,1,65m 2,04/06/2021,200 €
"Zyre-Lokal 2-katsh me qira në Qender, mbrapa Qeverise📍",Prishtine,8,200m 2,04/06/2021,"1,000 €"
Banesë me qera në Ulpiana!,Prishtine,1,65m 2,04/06/2021,250 €
"Kat Shtepie me qira në Taslixhe, tek DEPO market",Prishtine,2,60m 2,03/06/2021,200 €
"Kat Shtepie me qira në Taslixhe, tek DEPO market",Prishtine,4,120m 2,03/06/2021,250 €
Banes me qira ne Lakrishte afer Pro Credit Bankes !DELTA,Prishtine,3,80m 2,03/06/2021,300 €
"Banesë/Garsoniere me qera ne lagjen Kalabria ( Emshir ), perball UBT-se #2446",Prishtine,1,35m 2,03/06/2021,190 €
"Banesë\Garsoniere me qera ne lagjen e Muhaxherëve, prane Hotel Afa #2444",Prishtine,1,40m 2,03/06/2021,230 €
Banese me qira,Prishtine,2,55m 2,03/06/2021,320 €
Banese me qira,Prishtine,2,80m 2,03/06/2021,300 €
Ofrohet Bananesa Me Qira Ne Lagjjen Ulpiana !DELTA,Prishtine,2,70m 2,03/06/2021,260 €
Ofrohet me Qira Banesa 66m2 te Kafet e Vogla ! DELTA,Prishtine,2,66m 2,03/06/2021,240 €
