title,region,number_of_rooms,quadrat,price,date
Banesë me qira në Arbëri Dragodan📍,Prishtine,2,300m 2,300 €,02/06/2023
Banesë moderne me qira në Lagjën e Spitalit,Prishtine,4,110m 2,600 €,02/06/2023
Banes me qera ne rrugen C.,Prishtine,3,90m 2,350 €,02/06/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,320 €,02/06/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,2,85m 2,230 €,02/06/2023
Banesë me qira në Arbëri📍,Prishtine,1,60m 2,300 €,02/06/2023
Banesë me qira | 3+1 | Bregu i Diellit,Prishtine,3,125m 2,400 €,02/06/2023
Banesë me qira në Lagjen e Spitalit,Prishtine,4,120m 2,380 €,02/06/2023
"Banesë me qira në Arberi-Dragodan,",Prishtine,2,80m 2,420 €,02/06/2023
Banesë me qira në muhaxheret,Prishtine,2,60m 2,250 €,02/06/2023
Ofrohet me Qira Banesa 115m2 ne Lagje te Spitalit DREAM HOME,Prishtine,4,115m 2,399 €,02/06/2023
"Banesë tredhomeshe me #qira në lagjen e Spitalit, prapa Eulexit #3399",Prishtine,3,84m 2,300 €,02/06/2023
Banes e Saporenvuar me Qira ne Dardani te Korizi,Prishtine,1,50m 2,330 €,02/06/2023
Banes Komode me Qira ne Tophane te Kujta,Prishtine,2,80m 2,350 €,02/06/2023
Banes 2 Dhomshe me Qira ne Arberi te Rrethi e Ismetit,Prishtine,2,100m 2,250 €,02/06/2023
Banesë me qira mbrapa Hotel Siriusit📍,Prishtine,1,50m 2,250 €,01/06/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,95m 2,420 €,01/06/2023
Banesë moderne me qira në Lagjën e Spitalit📍,Prishtine,3,105m 2,600 €,01/06/2023
Banesa 90m2 me qira ne Arberi - Dragodan ROZI,Prishtine,3,90m 2,550 €,01/06/2023
Banesë me qira në Ulpianë📍,Prishtine,3,120m 2,450 €,01/06/2023
Banesë me qira në Qendër📍,Prishtine,1,60m 2,550 €,01/06/2023
Banesë moderne me qira në Lagjën e Spitalit,Prishtine,3,150m 2,600 €,01/06/2023
Banesa Zyre me qira në Rrugen C📍,Prishtine,4,176m 2,800 €,01/06/2023
Leshohet banesa me qira,Prishtine,1,60m 2,170 €,01/06/2023
Banesë me qira te Qafa📍,Prishtine,1,70m 2,320 €,01/06/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,3,98m 2,420 €,01/06/2023
Banesë me qira afër Rrugës B📍,Prishtine,3,90m 2,450 €,01/06/2023
Banesa me qira te Prishtine e Re📍,Prishtine,1,60m 2,300 €,01/06/2023
Lokal me qira ne Pejton,Prishtine,2,0m 2,550 €,01/06/2023
Banes me qira te Qafa,Prishtine,3,0m 2,450 €,01/06/2023
Banes me qira mbrapa QKUK,Prishtine,2,0m 2,400 €,01/06/2023
Banes me qira ne Mati 1,Prishtine,2,0m 2,300 €,01/06/2023
Banesa 60m2 me qira ne Ulpiane ROZI,Prishtine,1,60m 2,300 €,01/06/2023
Banesë me qira në Rrugen B📍,Prishtine,2,90m 2,450 €,01/06/2023
"Banesë tredhomëshe me #qira në lagjen Mati 1, pranë Restaurant Loriano #3400",Prishtine,3,85m 2,500 €,01/06/2023
Banesë me qira në Lagjen Mati📍,Prishtine,3,100m 2,450 €,31/05/2023
Lëshojmë me #QERA banesën në #Veternik📍,Prishtine,3,99m 2,300 €,31/05/2023
Banesë me qira në Fushe Kosovë📍,Prishtine,1,60m 2,220 €,31/05/2023
Banesa me qira,Prishtine,3,95m 2,400 €,31/05/2023
Banesë me qira në Fushë Kosove📍,Prishtine,3,110m 2,280 €,31/05/2023
Banesë me qira në Lakrishte 📍,Prishtine,2,98m 2,420 €,31/05/2023
Banesë me qira në Lakrishte📍,Prishtine,2,80m 2,360 €,31/05/2023
Banesë me qira në Lakrishte 📍,Prishtine,3,98m 2,420 €,31/05/2023
Banes me qera ne lagjen Arberia .,Prishtine,4,90m 2,550 €,31/05/2023
"Penthouse me qera në lagjen Dragodan, përball Ambasadës së Amerikës #3336",Prishtine,4,140m 2,"1,450 €",31/05/2023
Banesë me qira te Qafa📍,Prishtine,2,60m 2,300 €,31/05/2023
sami frasher,Prishtine,3,80m 2,300 €,31/05/2023
Banes me qera ne Fushkosove .,Prishtine,2,64m 2,170 €,31/05/2023
Banesë me qira në Ulpianë📍,Prishtine,2,50m 2,260 €,31/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,260 €,31/05/2023
Banesë Zyre me qira në Qendër📍,Prishtine,2,70m 2,250 €,31/05/2023
Ofrohet me Qira Banesa 55m2 ne Tophane DREAM HOME,Prishtine,2,0m 2,300 €,31/05/2023
Banes me qera ne Bregun e Diellit,Prishtine,2,65m 2,270 €,31/05/2023
"Banesë/Zyre me #qira në lagjen Pejton, pranë Katedrales #3394",Prishtine,3,65m 2,450 €,31/05/2023
Banesa - Zyre 70m2 me qira te 4llullat ROZI,Prishtine,1,70m 2,280 €,31/05/2023
URGJENT kerkohet banes me Qira te PRIMEGROUP per nje NDERKOMBTAR!!!,Prishtine,2,90m 2,500 €,31/05/2023
Ipet me Qira Banesa me Tri Dhoma Gjumi në Bregun e Diellit,Prishtine,4,100m 2,550 €,31/05/2023
Ipet me Qira Penthouse Exclusive në Mati 1 * 360° Pamje *,Prishtine,6,310m 2,"1,500 €",31/05/2023
Banesë me qira në Arbëri - Dragodan📍,Prishtine,3,80m 2,350 €,30/05/2023
Banesë me qira në Lakrishte📍,Prishtine,3,100m 2,360 €,30/05/2023
Zyre me qira në Qendër📍,Prishtine,3,80m 2,600 €,30/05/2023
Banesë me qira në Lagjën e Muhaxherëve📍,Prishtine,3,81m 2,300 €,30/05/2023
Cimere,Prishtine,3,0m 2,50 €,30/05/2023
Banesa 86m2 me qira ne Matiçan ROZI,Prishtine,2,86m 2,300 €,30/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,300 €,30/05/2023
Banesë me qira te Muhaxherët📍,Prishtine,2,81m 2,300 €,30/05/2023
Zyre me qira në Qendër📍,Prishtine,3,80m 2,600 €,30/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,60m 2,250 €,30/05/2023
Banesë me qira te Qafa📍,Prishtine,1,70m 2,320 €,30/05/2023
Lokal me qira në Qendër📍,Prishtine,1,57m 2,270 €,30/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,280 €,30/05/2023
Banesë me qira në Rrugën C📍,Prishtine,1,68m 2,320 €,30/05/2023
Banesë me qira në Tophane📍,Prishtine,2,70m 2,320 €,30/05/2023
Banesë me qira në Rrugen B📍,Prishtine,2,90m 2,400 €,30/05/2023
Banesë me qira afër Parkut të Qytetit📍,Prishtine,2,90m 2,320 €,30/05/2023
Banesë me qira në Qendër📍,Prishtine,3,90m 2,400 €,30/05/2023
Banesë me qira në Tophane📍,Prishtine,1,70m 2,320 €,30/05/2023
Banesë me qira në Rrugën C📍,Prishtine,2,80m 2,300 €,30/05/2023
Banesë me qira në Rrugën C📍,Prishtine,2,80m 2,300 €,30/05/2023
tophane,Prishtine,3,80m 2,400 €,30/05/2023
arberi,Prishtine,3,80m 2,350 €,30/05/2023
dragodan,Prishtine,2,80m 2,430 €,30/05/2023
Banesë me qira te Qafa,Prishtine,2,60m 2,320 €,30/05/2023
Banesë me qira në Qendër📍,Prishtine,2,90m 2,400 €,30/05/2023
Banesë me qira në Lagjen e Spitalit,Prishtine,3,80m 2,300 €,30/05/2023
Penthouse me qira afër Parkut të Qytetit,Prishtine,3,80m 2,320 €,30/05/2023
Banes me qera ne lagjen Emshir .,Prishtine,3,89m 2,400 €,30/05/2023
LESHOHET BANESA ME QIRA NE FUSHE KOSOVE,Fushe Kosove,2,65m 2,250 €,30/05/2023
Banesë me qira në Lagjën e Spitalit📍,Prishtine,3,90m 2,400 €,30/05/2023
Banese me qira afër Parkut të Qytetit,Prishtine,3,80m 2,320 €,30/05/2023
Leshohet banesa me qira ne fushkosov,Fushe Kosove,1,60m 2,200 €,30/05/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,1,75m 2,200 €,30/05/2023
Penthouse me qira afër Parkut të Qytetit📍,Prishtine,3,90m 2,320 €,30/05/2023
"Katë shtëpie me #qira në lagjen Qendër, te 4 llullat #3366",Prishtine,4,120m 2,500 €,30/05/2023
Banesë me qira në Rrugën B,Prishtine,3,80m 2,400 €,30/05/2023
Banesë me qira në Qendër,Prishtine,3,80m 2,300 €,30/05/2023
Banes me Qira ne Ulpian te (Rrethi),Prishtine,2,70m 2,300 €,30/05/2023
Banes me Qira ne Ulpian te (Rrethi),Prishtine,2,70m 2,300 €,30/05/2023
Banes me Qira ne Ulpian te (Rrethi),Prishtine,2,72m 2,300 €,30/05/2023
Banes me qira ne rrugen B,Prishtine,1,60m 2,300 €,30/05/2023
Banes me qira te sheshi Nene Tereza,Prishtine,1,0m 2,550 €,30/05/2023
Banes me qira te Prishtina,Prishtine,2,83m 2,350 €,30/05/2023
Banesë me qira në Rrugën C📍,Prishtine,2,68m 2,320 €,30/05/2023
Banesa 86m2 me qira te Prishtina e Re ROZI,Prishtine,2,86m 2,380 €,30/05/2023
Banes me qera ne Ulpian,Prishtine,2,60m 2,300 €,29/05/2023
Banesë me qira në Lagjen Mati📍,Prishtine,2,90m 2,450 €,29/05/2023
Banesa me qira në Rrugën B📍,Prishtine,2,80m 2,400 €,29/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,3,115m 2,400 €,29/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,70m 2,300 €,29/05/2023
Banesë me qira në Tophane📍,Prishtine,2,80m 2,400 €,29/05/2023
Banesë me qira në Arbëri - Dragodan📍,Prishtine,2,80m 2,350 €,29/05/2023
Banesa me qira në Lagjen e Muhaxherëve📍,Prishtine,1,60m 2,250 €,29/05/2023
Banesë me qira në Kalabri - Emshir📍,Prishtine,1,65m 2,360 €,29/05/2023
Banesa me qira në Fushë Kosovë📍,Prishtine,2,60m 2,200 €,29/05/2023
Banesë me qira te Qafa📍,Prishtine,1,70m 2,320 €,29/05/2023
Banesë me qira në Ulpianë📍,Prishtine,2,60m 2,280 €,29/05/2023
Banes me qera ne Fushkosove .,Prishtine,2,57m 2,220 €,29/05/2023
Marrim banesa dhe lokale me qera,Fushe Kosove,1,1m 2,1 €,29/05/2023
Banesë Zyre me qira në Qendër📍,Prishtine,2,70m 2,250 €,29/05/2023
Banes me qera ne Fushkosove .,Prishtine,2,60m 2,220 €,29/05/2023
Banesë me qira në Rrugën C📍,Prishtine,2,80m 2,300 €,29/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,65m 2,380 €,29/05/2023
Banesë me qira në Arbëri📍,Prishtine,2,65m 2,280 €,29/05/2023
jep banesen me qira,Prishtine,2,90m 2,350 €,29/05/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,2,64m 2,230 €,29/05/2023
leshohet banesa me qira,Prishtine,1,55m 2,65 €,29/05/2023
Banesa 85m2 me qira ne Arberi - Dragodan ROZI,Prishtine,2,85m 2,420 €,29/05/2023
Banesa 85m2 me qira te Bregu i Diellit ROZI,Prishtine,2,85m 2,350 €,29/05/2023
Penthouse Zyre me qira në Tophane📍,Prishtine,4,180m 2,600 €,29/05/2023
Banesë me qira në Arbëri - Dragodan,Prishtine,2,80m 2,1 €,29/05/2023
Penthouse Zyre me qira në Tophane📍,Prishtine,3,180m 2,600 €,29/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,60m 2,250 €,29/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,1,60m 2,250 €,29/05/2023
Banesë me qira në Emshir📍,Prishtine,2,65m 2,360 €,29/05/2023
Banesë me qira në Ulpianë📍,Prishtine,2,60m 2,300 €,29/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,300 €,29/05/2023
Banes me qira ne Veternik,Prishtine,1,0m 2,250 €,29/05/2023
Banes me qira ne rrugen B,Prishtine,1,90m 2,400 €,29/05/2023
Lokal me qira ne Emshir,Prishtine,1,73m 2,500 €,29/05/2023
Banes me qira te Qafa,Prishtine,2,100m 2,350 €,29/05/2023
"♦Lëshohet PËR QERA, Banesa në Prishtinë.",Prishtine,1,64m 2,260 €,29/05/2023
"♦Lëshohet PËR QERA, Banesa në Prishtinë. 📍Berisha Group/Park Residence!",Prishtine,1,62m 2,300 €,29/05/2023
Banesë me qira në Lagjen Mati📍,Prishtine,3,100m 2,450 €,28/05/2023
Ofrohet me Qira Banesa Moderne 95m² ne Mahalle te Muhaxherve DREAM HOME,Prishtine,3,95m 2,450 €,28/05/2023
Banesa 90m2 me qira te Rruga C ROZI,Prishtine,2,90m 2,500 €,28/05/2023
LESHOHET BANESA ME QIRA NE RRUGEN C,Prishtine,2,103m 2,300 €,27/05/2023
Leshohet me qira banesa ne rrugen C,Prishtine,2,60m 2,300 €,27/05/2023
Banesa me qira në Lagjen e Muhaxherëve📍,Prishtine,2,60m 2,250 €,27/05/2023
Banesë me qira në Arbëri Dragodan📍,Prishtine,2,75m 2,350 €,27/05/2023
Banesa me qira në Lagjen e Muhaxherëve,Prishtine,1,60m 2,250 €,27/05/2023
Banesë me qira në Tophane📍,Prishtine,3,80m 2,400 €,27/05/2023
Banesë me qira në Arbëri - Dragodan📍,Prishtine,2,80m 2,350 €,27/05/2023
Banesa me qira në Lagjen e Muhaxherëve📍,Prishtine,2,60m 2,250 €,27/05/2023
Banesë me qira në Fushë Kosovë📍,Fushe Kosove,2,60m 2,220 €,27/05/2023
Banes me qera ne lagjen Mati 1 .,Prishtine,2,80m 2,300 €,27/05/2023
Banese me qira te Parku i Qytetit_2+1,Prishtine,2,100m 2,350 €,27/05/2023
Banese me qira ne Mati 1 _2+1,Prishtine,2,80m 2,400 €,27/05/2023
Banese me qira ne Lagje te Muhaxhereve_2+1,Prishtine,2,97m 2,450 €,27/05/2023
Banese me qira ne lagjen Mati 1_2+1,Prishtine,2,72m 2,350 €,27/05/2023
Banese me qira ne lagjen Aktash_2+1,Prishtine,2,97m 2,500 €,27/05/2023
Banese me qira (zyre) ne Mati 1,Prishtine,2,78m 2,400 €,27/05/2023
Banese me qira ne lagjen Bregu i Diellit_2+1,Prishtine,2,100m 2,300 €,27/05/2023
Banese me qira ne lagjen Mati 1,Prishtine,1,70m 2,250 €,27/05/2023
Banese me qira ne lagjen Bregu i Diellit_2+1,Prishtine,2,90m 2,400 €,27/05/2023
Banesë me qira në Tophane📍,Prishtine,2,80m 2,400 €,27/05/2023
Banese me qera 1+1 Mati 1 rruga Muharem Fejza (Perball tregu group),Prishtine,2,58m 2,250 €,27/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,75m 2,300 €,27/05/2023
Banesë me qira në Lagjen Mati,Prishtine,3,90m 2,450 €,27/05/2023
Banes me qira ne Tophane,Prishtine,1,50m 2,200 €,27/05/2023
Banes me qera ne rrugen B .,Prishtine,3,89m 2,350 €,27/05/2023
Banesa 104m2 me qira te Prishtina e Re ROZI,Prishtine,2,104m 2,450 €,27/05/2023
Banesa - Zyre 60m2 me qira ne Fushe Kosove ROZI,Fushe Kosove,1,60m 2,200 €,27/05/2023
Banesë me qira në Tophane📍,Prishtine,1,60m 2,300 €,27/05/2023
Banesë me qira në Emshir Kalabri📍,Prishtine,2,55m 2,250 €,26/05/2023
Banesa me qira në Fushë Kosovë📍,Prishtine,3,86m 2,240 €,26/05/2023
Banesë me qira në Bregun e Diellit,Prishtine,2,60m 2,250 €,26/05/2023
Banese me qera ne Lagjen Mati 1.,Prishtine,4,110m 2,300 €,26/05/2023
Banese me qera ne lagjen Ulpiana .,Prishtine,2,50m 2,350 €,26/05/2023
Banesë me qira në Lagjen e Spitalit,Prishtine,4,110m 2,400 €,26/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,60m 2,300 €,26/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,4,115m 2,400 €,26/05/2023
Banesë me qira në Qendër,Prishtine,2,60m 2,300 €,26/05/2023
Banesë me qira në Lagjën Prishtina e Re,Prishtine,3,80m 2,350 €,26/05/2023
Banesë me qira në Rrugën B,Prishtine,3,80m 2,350 €,26/05/2023
Banesë me qira në Lagjen e Spitalit,Prishtine,3,115m 2,400 €,26/05/2023
Banesë me qira në Rrugën B,Prishtine,2,70m 2,300 €,26/05/2023
Banes me qira ne Bregun e Diellit,Prishtine,1,68m 2,300 €,26/05/2023
Banes me qira ne Rrugen C,Prishtine,1,55m 2,200 €,26/05/2023
Banes me qera ne Bregun e Diellit.,Prishtine,2,60m 2,300 €,26/05/2023
Banesë me qira në Rrugën C,Prishtine,3,80m 2,300 €,25/05/2023
Banesa me qira në Rrugën B,Prishtine,3,80m 2,400 €,25/05/2023
Banese me qera ne rrugen B.,Prishtine,2,60m 2,300 €,25/05/2023
Banese me qera ne Lagjen e Spitalit.,Prishtine,4,110m 2,400 €,25/05/2023
Banesa me qira te Prishtine e Re📍,Prishtine,2,80m 2,280 €,25/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,60m 2,250 €,25/05/2023
Banesë me qira në Emshir-Kalabri📍,Prishtine,1,60m 2,270 €,25/05/2023
Kat shtëpie me qira në Qendër📍,Prishtine,3,90m 2,270 €,25/05/2023
Banesë Zyre me qira në Qendër📍,Prishtine,1,70m 2,250 €,25/05/2023
Banes me qera ne lagjen Tophane.,Prishtine,2,60m 2,250 €,25/05/2023
Banesë me qira në Lagjën e Spitalit,Prishtine,2,60m 2,250 €,25/05/2023
Banesë me qira në Tophane,Prishtine,3,80m 2,400 €,25/05/2023
Kat shtëpie me qira në Qendër📍,Prishtine,4,90m 2,270 €,25/05/2023
Banesë Zyre me qira në Qendër📍,Prishtine,2,70m 2,250 €,25/05/2023
Banesë me qira në Emshir📍,Prishtine,2,80m 2,300 €,25/05/2023
Banesë me qira në Lagjen Mati📍,Prishtine,2,100m 2,450 €,25/05/2023
Banesë me qira ne Emshir,Prishtine,2,60m 2,270 €,25/05/2023
Banes me qira ne Bregun e Diellit,Prishtine,1,67m 2,250 €,25/05/2023
Banes me qira ne Bregun e Diellit,Prishtine,2,65m 2,270 €,25/05/2023
Banes me qira afer Hotel Siriusit,Prishtine,1,50m 2,300 €,25/05/2023
Banes me qira ne lagjen e spitalit,Prishtine,2,0m 2,260 €,25/05/2023
Banesë me qira në Emshir,Prishtine,3,80m 2,295 €,25/05/2023
Banesë me qira në Emshir-Kalabri,Prishtine,2,60m 2,270 €,25/05/2023
Banesë me qira në Emshir📍,Prishtine,3,80m 2,300 €,25/05/2023
Banesë me qira në Lagjen Mati📍,Prishtine,3,100m 2,450 €,24/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,1,42m 2,180 €,24/05/2023
Banes me qera ne Veternik.,Prishtine,2,70m 2,250 €,24/05/2023
Banes me qera ne lagjen Tophane.,Prishtine,3,80m 2,400 €,24/05/2023
Banesë me qira në Tophane📍,Prishtine,2,80m 2,400 €,24/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,1,68m 2,300 €,24/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,60m 2,250 €,24/05/2023
Banesë me qira te Qafa📍,Prishtine,2,80m 2,300 €,24/05/2023
leshohet banesa me qira ne fushkosov,Fushe Kosove,2,80m 2,240 €,24/05/2023
leshohet banesa me qira ne tophane tek studio sebi,Prishtine,2,90m 2,300 €,24/05/2023
"Banesë me qera në lagjen Emshir, pranë UBT-së #3329",Prishtine,2,65m 2,250 €,24/05/2023
"Banesë me qera në lagjen Arbëria (Dragodan), pranë Sach kafe #3338",Prishtine,2,65m 2,350 €,24/05/2023
"Banesë me qera në lagjen Mati 1, rrug. Muharrem Fejza (Art Consturction) #3341",Prishtine,3,85m 2,400 €,24/05/2023
Banesë me qira në Aktash📍,Prishtine,1,60m 2,300 €,24/05/2023
Banesë me qira në Tophane📍,Prishtine,1,60m 2,1 €,24/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,1,68m 2,300 €,24/05/2023
"♦ Lëshohet PËR #QERA, Banesa në Prishtinë. ♦",Prishtine,2,93m 2,600 €,24/05/2023
"♦Lëshohet PËR QERA, Banesa në Prishtinë.",Prishtine,2,90m 2,500 €,24/05/2023
lokal me qira te Mati 1,Prishtine,1,0m 2,140 €,24/05/2023
Banesë me qira në Lagjën Prishtina e Re📍,Prishtine,2,83m 2,350 €,24/05/2023
Banesë me qira në Lagjën e Spitalit📍,Prishtine,1,60m 2,300 €,24/05/2023
Banesë me qira në Arbëri Dragodan📍,Prishtine,3,180m 2,"1,200 €",24/05/2023
Banesë me qira në Arbëri Dragodan📍,Prishtine,4,180m 2,"1,200 €",24/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,3,95m 2,250 €,23/05/2023
Banesë me qira në Lagjën e Spitalit📍,Prishtine,2,60m 2,300 €,23/05/2023
Banesë me qira në Lagjën Prishtina e Re📍,Prishtine,3,83m 2,350 €,23/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,2,68m 2,300 €,23/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,2,60m 2,300 €,23/05/2023
Banesë me qira në Tophane📍,Prishtine,2,60m 2,250 €,23/05/2023
Banesë me qira në Ulpianë📍,Prishtine,2,50m 2,250 €,23/05/2023
Banesë me qira te Santea📍,Prishtine,2,80m 2,300 €,23/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,50m 2,250 €,23/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,60m 2,250 €,23/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,1,68m 2,300 €,23/05/2023
Banes me qera ne lagjen Arberia.,Prishtine,3,85m 2,420 €,23/05/2023
Leshohet banesa me qira te lagjja e muhaxherve,Prishtine,1,63m 2,250 €,23/05/2023
Banesa me qera ne lagjen Mati 1.,Prishtine,4,100m 2,400 €,23/05/2023
Banesa me qera ne Fushkosove.,Prishtine,3,71m 2,200 €,23/05/2023
Banesa 100m2 me qira te Bregu i Diellit ROZI,Prishtine,3,100m 2,400 €,23/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,3,100m 2,280 €,23/05/2023
Banesa me qira te Prishtine e Re📍,Prishtine,2,76m 2,280 €,23/05/2023
Gasonjere me qera ne lagjen Ulpiana.,Prishtine,1,20m 2,180 €,23/05/2023
Banesa me qira te Prishtine e Re📍,Prishtine,2,81m 2,280 €,23/05/2023
Banesa me qira te Prishtine e Re📍,Prishtine,3,80m 2,300 €,23/05/2023
Banesë me qira në Ulpianë📍,Prishtine,1,40m 2,200 €,23/05/2023
Enveri te Ariani Company 044710021,Prishtine,2,83m 2,300 €,23/05/2023
Banesë me qira në Ulpianë📍,Prishtine,2,40m 2,200 €,23/05/2023
Banese me qera ne Lagjen Ulpiana.,Prishtine,2,53m 2,250 €,23/05/2023
"Banesë/Zyre me qera në lagjen Arbëria, mbi Meridian Express #3261",Prishtine,3,75m 2,350 €,23/05/2023
"Banesë me qera në lagjen Arbëria, pranë Melodia px #3299",Prishtine,3,92m 2,550 €,23/05/2023
Banesa me qira në Fushë Kosovë📍,Prishtine,2,60m 2,200 €,23/05/2023
Banes me qira ne pejton,Prishtine,2,78m 2,400 €,23/05/2023
Banes me qira,Prishtine,2,110m 2,300 €,23/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,1,60m 2,270 €,22/05/2023
Banesë me qira në Tophane📍,Prishtine,2,90m 2,400 €,22/05/2023
Banesë me qira në Aktash📍,Prishtine,1,60m 2,300 €,22/05/2023
Banesë me qira në Veternik📍,Prishtine,2,60m 2,250 €,22/05/2023
Banesë me qira në Bregun e Diellit📍,Prishtine,2,62m 2,270 €,22/05/2023
Penthouse me qera ne Fushkosove.,Fushe Kosove,4,160m 2,500 €,22/05/2023
Banesë me qira në Lagjën e Spitalit📍,Prishtine,3,80m 2,350 €,22/05/2023
Banesë me qira në Arbëri📍,Prishtine,1,60m 2,250 €,22/05/2023
Banesë me qira në Arbëri Dragodan📍,Prishtine,2,60m 2,250 €,22/05/2023
Banese me qera ne Lagjen e Spitalit.,Prishtine,3,80m 2,350 €,22/05/2023
Banesë me qira te Qafa📍,Prishtine,3,80m 2,300 €,22/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,60m 2,280 €,22/05/2023
Banesa me qera ne rrugen C .,Prishtine,2,55m 2,200 €,22/05/2023
Banesë me qira në Lagjen e Spitalit📍,Prishtine,2,65m 2,350 €,22/05/2023
Banesë me qira te Qafa📍,Prishtine,2,52m 2,280 €,22/05/2023
Banesë me qira te Qafa📍,Prishtine,2,80m 2,300 €,22/05/2023
Banesë me qira në Lagjën e Spitalit📍,Prishtine,1,60m 2,300 €,22/05/2023
Banesë me qira në Rrugën C📍,Prishtine,2,80m 2,300 €,22/05/2023
lokal me qira te Mati 1,Prishtine,1,0m 2,140 €,22/05/2023
Banesë me qira në Qendër📍,Prishtine,2,60m 2,250 €,22/05/2023
Banesa 50m2 me qira ne Aktash ROZI,Prishtine,1,50m 2,370 €,22/05/2023
Banesë me qira në Rrugën C📍,Prishtine,3,74m 2,300 €,22/05/2023
Banes/Zyre me qira ne Lakrishte,Prishtine,3,100m 2,590 €,22/05/2023
Banes me qira ne Hajvali,Prishtine,1,67m 2,400 €,22/05/2023
Banes me qira ne Emshir,Prishtine,1,55m 2,350 €,22/05/2023
KËRKOJMË BANESË ME QIRA ME NJË DHOMË GJUMI,Fushe Kosove,3,85m 2,1 €,21/05/2023
Ofrohet me Qira Banesa 80m2 ne Dardani DREAM HOME,Prishtine,3,80m 2,330 €,21/05/2023
Ofrohet me Qira Banesa 57m2 ne Tophane DREAM HOME,Prishtine,2,57m 2,300 €,21/05/2023
