,title,region,number_of_rooms,quadrat,price,date,Neighborhood
16212,"Banes me qera Ulpiane 1+1, 250€",Prishtine,1,60m 2,250 €,15/12/2020,Ulpiana
16213,Banes me qera ne tophane,Prishtine,2,90m 2,300 €,15/12/2020,Tophane
16214,Banes me qera ne tophane,Prishtine,2,97m 2,300 €,15/12/2020,Tophane
16215,Banes ne qira Dardani te Bas Trade,Prishtine,1,0m 2,180 €,15/12/2020,Dardania
16216,"Banes/Garsionere me qera ne Lagjen Mati 1, afer viva freshit #2205",Prishtine,1,33m 2,170 €,15/12/2020,Ulpiana 1
16217,Banes me qera ne Velani 1+1 200€,Prishtine,1,78m 2,200 €,15/12/2020,Velania
16218,Ofrohet Banesa me qira ne Lagjen Emshir (Kalabri) Ndertesat e Lesnes !DELTA,Prishtine,2,71m 2,300 €,15/12/2020,Kalabria
16219,Ofrohet banesa me qira ne rrugen B (Banesat e Royallit) !DELTA,Prishtine,2,69m 2,250 €,15/12/2020,Rruga B
16220,"Ofrohet me qira banesa komode afer qendres se qytetit prane shtepise se pleqeve ne rrugen""Nazim Gafurri"". (Perball Meredian Exspress) 📍 !DELTA",Prishtine,3,78m 2,300 €,15/12/2020,
16221,Ofrohet banesa me qira ne Lagjen e Spitalit !DELTA,Prishtine,4,100m 2,400 €,15/12/2020,Lagjen e Spitalit
16222,"Ofrohet Banes me Qira ne qender tek 4 llullat ne rrugen""Bajram Kelmendi"" !DELTA",Prishtine,2,60m 2,220 €,15/12/2020,Qendra
16223,Banesë me qira tek HOTEL SIRIUSI📍,Prishtine,2,60m 2,230 €,14/12/2020,Siriusi
16224,Banes me qira ne Prishtine,Prishtine,2,96m 2,300 €,14/12/2020,
16225,"Banesë me qira në Qendër, te Parku i Qytetit📍",Prishtine,2,72m 2,300 €,14/12/2020,Qendra
16226,"Banes/Garsionere me qera ne Lagjen Arberia ( Dragodan ), prane Komunes se Re#2204",Prishtine,1,33m 2,200 €,14/12/2020,Arbëria (Dragodani)
16227,GARSONJERK ME QERA,Prishtine,1,40m 2,150 €,14/12/2020,
16228,"Banes me qera Mati 1, rruga B",Prishtine,1,0m 2,250 €,14/12/2020,Ulpiana 1
16229,Ofrohet me qira Banesa 88m2 ne Dragodan ! DELTA,Prishtine,3,88m 2,500 €,14/12/2020,Arbëria (Dragodani)
16230,Banes me qera ne Qender perball ish gjykates 3+1,Prishtine,3,0m 2,350 €,14/12/2020,Qendra
16231,Banes me qera Mati 1,Prishtine,2,0m 2,280 €,14/12/2020,Ulpiana 1
16232,Banese me qiira ne Lagjen e Muhaxherve,Prishtine,3,110m 2,250 €,14/12/2020,Lagjja e Muhaxherëve
16233,Banese me qira ne Bregun e Diellit,Prishtine,2,65m 2,300 €,14/12/2020,Kodra e Diellit
16234,Banese me qira te Mati 1,Prishtine,3,78m 2,280 €,14/12/2020,Ulpiana 1
16235,Banese me qira ne Qender te Hotel Siriusi,Prishtine,2,60m 2,300 €,14/12/2020,Qendra
16236,Banese me qira ne Dardani,Prishtine,3,100m 2,350 €,14/12/2020,Dardania
16237,Banese me qira ne Kalabri Emshir,Prishtine,3,87m 2,330 €,14/12/2020,Kalabria
16238,Banese me qira ne Kalabri Emshir,Prishtine,3,92m 2,350 €,14/12/2020,Kalabria
16239,"Banese me qira ne Dardani ""M1'",Prishtine,2,55m 2,230 €,14/12/2020,Dardania
16240,"Banes me qira ne Lakrisht ""M1""",Prishtine,3,85m 2,350 €,14/12/2020,Lakrishta
16241,Banes me qera ne Emshir 2+1,Prishtine,2,0m 2,230 €,14/12/2020,Kalabria
16242,Banes me qera ne Arberi/Dragodan 220€,Prishtine,2,0m 2,220 €,14/12/2020,Arbëria (Dragodani)
16243,Banese me qira ne Kalabri Emshir,Prishtine,2,71m 2,300 €,12/12/2020,Kalabria
16244,Banesa 88m2 me qira te Rruga C Rozi Patundshmeri,Prishtine,2,88m 2,300 €,12/12/2020,Rruga C
16245,ipet banesa me qera afer xhamis llapit 2 dhoma gjumit 1 sallon me kuzhin 1 banjo komplet e,Prishtine,3,85m 2,200 €,12/12/2020,
16246,Ipet banesa me qera breg diellit afer reall mallit 3 dhoma gjumit 1 sallon 1 kuzhin 2 banjo posedon termoks gjysum e mobilume,Prishtine,5,130m 2,300 €,12/12/2020,Kodra e Diellit
16247,ipet banesa me qera qender prishtines afer sheshit te kumuna 1 dhom gjumit 1 sallon me kuzhin komplet e mobilume posedon nxemje nga pronari gratis,Prishtine,2,0m 2,250 €,12/12/2020,Qendra
16248,ipet banesa me qera breg diellit te shkolla iliria komplet e mobilume qmim,Prishtine,3,80m 2,200 €,12/12/2020,Kodra e Diellit
16249,ipet banesam e qera ulpian te funtana,Prishtine,3,85m 2,220 €,12/12/2020,Ulpiana
16250,Banesë me qira te Toni Market,Prishtine,2,65m 2,170 €,12/12/2020,
16251,"Banes me qira ne Fushe Kosove ""M1""",Fushe Kosove,3,85m 2,200 €,12/12/2020,Fushe Kosove
16252,"Banes me qira ne Mati 1 ""M1""",Prishtine,2,55m 2,230 €,12/12/2020,Ulpiana 1
16253,Banes e qera ne Dardani te Bill Klintoni,Prishtine,1,0m 2,250 €,11/12/2020,Dardania
16254,Banes me qera ne Qender te Sllovenia Sportit 2+1,Prishtine,2,0m 2,300 €,11/12/2020,Qendra
16255,"Banese me qera ne lagjen Aktash,Prishtina Stars #2188",Prishtine,2,60m 2,350 €,11/12/2020,Aktash
16256,Ofrohet me qira Banesa 90m2 te Model Slovenia ! DELTA,Prishtine,3,90m 2,300 €,10/12/2020,Sllovenia e Sportit
16257,Ofrohet Banesa 84m2 me qira ne Drgadon ! DELTA,Prishtine,3,84m 2,380 €,10/12/2020,
16258,Banes me qera ne Qender 3+1 (zyre),Prishtine,3,0m 2,500 €,10/12/2020,Qendra
16259,Banes me qera ne Dragodan 200€,Prishtine,1,0m 2,200 €,10/12/2020,Arbëria (Dragodani)
16260,Leshoje me qira banesat 2 dhomeshe,Prishtine,2,50m 2,230 €,10/12/2020,
16261,Banes me qera E ZENE,Gjilan,3,0m 2,150 €,10/12/2020,
16262,Banesa 75m2 me qira ne Dardani Rozi Patundshmeri,Prishtine,2,75m 2,300 €,10/12/2020,Dardania
16263,Banes me qera ne Aktash 200€,Prishtine,1,0m 2,200 €,10/12/2020,Aktash
16264,"Banese me qera ne lagjen Bregu i Diellit, prane Banesave te Standardit #2201",Prishtine,1,32m 2,150 €,10/12/2020,Kodra e Diellit
16265,Banes me qera ne Breg te Diellit 150€,Prishtine,1,0m 2,150 €,10/12/2020,Kodra e Diellit
16266,"Banes me qera ne Aktash, mbrapa fk te Arkitektures",Prishtine,3,0m 2,400 €,10/12/2020,Aktash
16267,"Banesë me qira ne Prishtine - Qender ""M1""",Prishtine,2,65m 2,250 €,10/12/2020,Qendra
16268,"Banes me qira te Rr. ""B"", ""M1""",Prishtine,2,55m 2,220 €,10/12/2020,
16269,"Banes me qera ne Qender, mbrapa teatrit (zyre)",Prishtine,2,0m 2,400 €,09/12/2020,Qendra
16270,Banes me qera ne Ulpiane,Prishtine,1,0m 2,270 €,09/12/2020,Ulpiana
16271,ipet banesa me qera ulpian te funtana 2 dhoma gjumit 1 sallon 1 kuzhi 1 banjo komplete e mob,Prishtine,4,80m 2,250 €,09/12/2020,Ulpiana
16272,"Banes me qera ne Matin 1, rr. Muharrem Fejza",Prishtine,2,0m 2,300 €,09/12/2020,Ulpiana 1
16273,"Banes me qera Mati 1, 2+1",Prishtine,2,0m 2,270 €,09/12/2020,Ulpiana 1
16274,"Gasonjerk (kat shtepie) me qera Mati 1, 150€",Prishtine,1,0m 2,150 €,09/12/2020,Ulpiana 1
16275,"Banese me qera ne lagjen Aktash, perball Bibliotek Kombetare #2193",Prishtine,2,60m 2,250 €,09/12/2020,Aktash
16276,"Banese me qera ne Lagjen Ulpiana, prapa Aztech-ut #2210",Prishtine,2,40m 2,180 €,09/12/2020,Ulpiana
16277,BANES ME QIRA TE Mihal Grameno- NGAT FANARIT,Fushe Kosove,3,93m 2,220 €,09/12/2020,Mihal Grameno
16278,"Kat shtepie me qera Mati 1, dyner Buki 2+1",Prishtine,2,0m 2,300 €,08/12/2020,Ulpiana 1
16279,Kat shtepie me qera te Sllovenia Sportit,Prishtine,2,0m 2,270 €,08/12/2020,Sllovenia e Sportit
16280,Garsonjere me qira te Hotel Siriusi,Prishtine,1,25m 2,25 €,08/12/2020,Siriusi
16281,Banese me qira ne Arberi Dragodan,Prishtine,3,87m 2,350 €,08/12/2020,Arbëria (Dragodani)
16282,Banese me qira te Mati 1,Prishtine,3,78m 2,300 €,08/12/2020,Ulpiana 1
16283,Banese me qira ne Qender ne Shesh,Prishtine,3,87m 2,500 €,08/12/2020,Qendra
16284,Banese me qira te Mati 1,Prishtine,3,78m 2,270 €,08/12/2020,Ulpiana 1
16285,Banese me qira ne Qender tel Grandi,Prishtine,4,100m 2,500 €,08/12/2020,Qendra
16286,Banese me qira ne Dardani,Prishtine,5,200m 2,600 €,08/12/2020,Dardania
16287,EXTRA BANESE ME QIRA NE ARBERI DRAGODAN,Prishtine,3,100m 2,"1,300 €",08/12/2020,Arbëria (Dragodani)
16288,"Banes me qera Mati 1, 2+1, 250€",Prishtine,2,0m 2,250 €,08/12/2020,Ulpiana 1
16289,Banes me qera ne Aktash 2+1,Prishtine,2,0m 2,350 €,08/12/2020,Aktash
16290,"Banes me qera Mati 1, e rrugen B 2+1",Prishtine,2,0m 2,350 €,08/12/2020,Ulpiana 1
16291,Banes me qera ne Breg te Diellit 150€,Prishtine,1,0m 2,150 €,08/12/2020,Kodra e Diellit
16292,Banes me qera ne Aktash 2+1,Prishtine,2,0m 2,350 €,08/12/2020,Aktash
16293,Ofrohet me QIRA banesa te Parku i Qytetit,Prishtine,3,85m 2,350 €,08/12/2020,Lagjja e Muhaxherëve
16294,"Banese me qera ne Lagjen Ulpiana, prapa Aztech-ut #2210",Prishtine,2,40m 2,180 €,08/12/2020,Ulpiana
16295,"Banes me qera ne Lagjen Bregu i Diellit, prapa Emona Center #2150",Prishtine,1,42m 2,180 €,08/12/2020,Kodra e Diellit
16296,"Banes me qera Mati 1, 2+1",Prishtine,2,0m 2,270 €,08/12/2020,Ulpiana 1
16297,"Ofrohet Banesa me QIRA 97m² me pamje te veçant dhe te bukur. Dukagjini Residence Lagjia Lakrishte, ZYRE ose Banim, Kati 2 i Banimit !DELTA",Prishtine,3,97m 2,600 €,08/12/2020,Lakrishta
16298,Ofrohet banesa me qira në Rrugën C (Alko Group) !DELTA,Prishtine,3,73m 2,300 €,08/12/2020,
16299,Banes me qira ne Lagjen e Spitalit !DELTA,Prishtine,2,45m 2,200 €,08/12/2020,Lagjen e Spitalit
16300,Banesë me qera në Dragodan (afer Meridianit) !DELTA,Prishtine,3,93m 2,330 €,07/12/2020,Arbëria (Dragodani)
16301,Garsonjere me qira ne Ulpiane,Prishtine,1,34m 2,210 €,07/12/2020,Ulpiana
16302,Banese me qira ne Dardani,Prishtine,2,55m 2,230 €,07/12/2020,Dardania
16303,Banese me qira te Rruga C,Prishtine,3,78m 2,300 €,07/12/2020,Rruga C
16304,Banese me qira te Parku i Qytetit,Prishtine,2,65m 2,250 €,07/12/2020,Lagjja e Muhaxherëve
16305,Banese me qira te Qafa,Prishtine,3,85m 2,350 €,07/12/2020,Qafa
16306,Banese me qire te Qafa,Prishtine,2,55m 2,200 €,07/12/2020,Qafa
16307,Banese me qira mrapa Teatrit Kombetar,Prishtine,3,87m 2,250 €,07/12/2020,Mrapa Teatrit
16308,Banese me qira te Mati 1,Prishtine,2,55m 2,200 €,07/12/2020,Ulpiana 1
16309,Banese me qira ne Ulpiane,Prishtine,2,68m 2,280 €,07/12/2020,Ulpiana
16310,Banese me qira ne Dardani,Prishtine,2,45m 2,200 €,07/12/2020,Dardania
16311,Garsonjere me qira ne Ulpiane,Prishtine,1,40m 2,200 €,07/12/2020,Ulpiana
16312,Banese me qira ne Dardani,Prishtine,2,65m 2,250 €,07/12/2020,Dardania
16313,Banese me qira te Mati 1,Prishtine,2,65m 2,250 €,07/12/2020,Ulpiana 1
16314,LOKAL ME QIRA NE QENDER PERBALL 92-SHIT,Prishtine,1,25m 2,220 €,07/12/2020,Qendra
16315,Garsonjere me qira ne Lakrishte,Prishtine,1,35m 2,180 €,07/12/2020,Lakrishta
16316,Banese me qira ne Bregun e Diellit,Prishtine,2,45m 2,220 €,07/12/2020,Kodra e Diellit
16317,Banese me qira ne Kalabri Emshir,Prishtine,3,85m 2,270 €,07/12/2020,Kalabria
16318,Banese me qira ne Dardani,Prishtine,4,130m 2,400 €,07/12/2020,Dardania
16319,Banese me qira ne Arberi Dragodan,Prishtine,2,78m 2,320 €,07/12/2020,Arbëria (Dragodani)
16320,Garsonjere me qira ne Lagjen e Muhaxherve,Prishtine,1,40m 2,220 €,07/12/2020,Lagjja e Muhaxherëve
16321,Banes me qera 2+1,Prishtine,2,0m 2,350 €,07/12/2020,
16322,Shtepi me qira ne Ulpiane te tregu - 220€,Prishtine,2,50m 2,220 €,07/12/2020,Ulpiana
16323,Gasonjerk me qera ne Ulpiane 150€,Prishtine,1,0m 2,150 €,07/12/2020,Ulpiana
16324,Kat shtepie me qera ne Breg te Diellit,Prishtine,1,0m 2,250 €,07/12/2020,Kodra e Diellit
16325,Ofrohet me qira Banesa 120m2 ne L. Muhaxhereve ! DELTA,Prishtine,3,120m 2,450 €,07/12/2020,Lagjja e Muhaxherëve
16326,Ofrohet Banesa 85m2 me qira te Qafa ! DELTA,Prishtine,3,85m 2,350 €,07/12/2020,Qafa
16327,Ofrohet Banesa me qira 80m2 ne L. Spitalit ! DELTA,Prishtine,3,80m 2,270 €,07/12/2020,Lagjen e Spitalit
16328,Banes me qera ne Ulpiane 250€,Prishtine,1,0m 2,250 €,07/12/2020,Ulpiana
16329,"Banese me qera ne lagjen Mati 1, prane Super vives #2191",Prishtine,3,80m 2,300 €,07/12/2020,Ulpiana 1
16330,"Banese me qera ne lagjen Ulpiana, prane Simphony #2198",Prishtine,2,37m 2,180 €,07/12/2020,Ulpiana
16331,Ofrohet banesa me qira ne Ulpiane (Banesat e Soliterave) !DELTA,Prishtine,2,65m 2,250 €,07/12/2020,Ulpiana
16332,"Banes/Garsionere me qera ne Lagjen Mati 1, afer viva freshit #2205",Prishtine,1,30m 2,170 €,07/12/2020,Ulpiana 1
16333,Banes me qera te shkolla fillore Ismail Qemajli ne Bregun e Diellit !DELTA,Prishtine,2,88m 2,250 €,07/12/2020,Kodra e Diellit
16334,"Banesë me qira në Kalabri te ""LESNA""",Prishtine,3,109m 2,350 €,07/12/2020,Kalabria
16335,Ofrohet me 𝗤𝗜𝗥𝗔 banesa 91m² te Qafa,Prishtine,3,91m 2,380 €,07/12/2020,Qafa
16336,Ofrohet shtepia sistem banesor me qira ne Lagjen Dodona !DELTA,Prishtine,3,120m 2,350 €,07/12/2020,Lagjja e Muhaxherëve
16337,Lëshohet me qira kati i shtëpis edhe per studenta-e,Prishtine,1,70m 2,160 €,07/12/2020,
16338,"Banes me qera Mati 1, 2+1",Prishtine,2,0m 2,300 €,07/12/2020,Ulpiana 1
16339,Banes me qera Mati I 3+1 450 €,Prishtine,3,120m 2,450 €,05/12/2020,Ulpiana 1
16340,Ofrohet Banesa 90m2 me qira ne Komplesksin Riera ! DELTA,Prishtine,3,90m 2,350 €,05/12/2020,
16341,"Banes me qera Mati 1, 200€",Prishtine,1,0m 2,200 €,05/12/2020,Ulpiana 1
16342,"Banesë me qira në Aktash, 📍",Prishtine,3,80m 2,350 €,05/12/2020,Aktash
16343,Banes me qera Rruga B 2+1,Prishtine,2,0m 2,350 €,05/12/2020,Rruga B
16344,Banes me qera ne Ulpiane mbrapa AAK'se 200€,Prishtine,1,0m 2,200 €,05/12/2020,Ulpiana
16345,Banes me qera te Qafa 2+1,Prishtine,2,0m 2,250 €,05/12/2020,Qafa
16346,Banesa 85m2 me qira ne Kalabri - Emshir Rozi Patundshmeri,Prishtine,2,85m 2,280 €,05/12/2020,Kalabria
16347,Lëshohet Banesa Me Qera Mbrapa hotel Sirius Rr.tring Smajli,Prishtine,3,84m 2,300 €,04/12/2020,Siriusi
16348,"Banes me qera ne Dardani 3+1, 250€",Prishtine,3,0m 2,250 €,04/12/2020,Dardania
16349,Gasonjerk me qera ne Ulpiane 170€,Prishtine,1,0m 2,170 €,04/12/2020,Ulpiana
16350,"Banese me qera ne Lagjen Mati 1, afer Shkolles Pavaresia #2203",Prishtine,2,50m 2,200 €,04/12/2020,Ulpiana 1
16351,Ofrohet me qira Banesa 54m2 te Rruga B ! DELTA,Prishtine,2,54m 2,250 €,04/12/2020,Rruga B
16352,"Banese me qera ne lagjen Ulpiana, prane ish Hotel Bacit #2187",Prishtine,2,55m 2,250 €,04/12/2020,Ulpiana
16353,"Banese me qera ne Lagjen Bregu i Diellit, tek banesat e Bardha, prapa Xhamise #2182",Prishtine,3,65m 2,280 €,04/12/2020,Kodra e Diellit
16354,"Banese me qera ne lagjen Bregu i Diellit, tek Banesat e Bardha #2192",Prishtine,3,50m 2,300 €,04/12/2020,Kodra e Diellit
16355,"Banese me qera ne Lagjen Bregu i Diellit, prapa Kolegjit ILIRIA #2161",Prishtine,3,90m 2,300 €,04/12/2020,Kodra e Diellit
16356,"Banese me qera ne lagjen Ulpiana, prane Simphony #2198",Prishtine,2,37m 2,180 €,04/12/2020,Ulpiana
16357,Banesë me qira mbrapa Hotel Siriusit📍,Prishtine,2,50m 2,200 €,03/12/2020,Siriusi
16358,Banesë me qira mbrapa Hotel Siriusit📍,Prishtine,2,70m 2,250 €,03/12/2020,Siriusi
16359,Banesë me qira mbrapa Hotel Siriusit📍,Prishtine,1,700m 2,250 €,03/12/2020,Siriusi
16360,Banese me qira ne Dragodan,Prishtine,2,0m 2,400 €,03/12/2020,Arbëria (Dragodani)
16361,Banese me qira te 4 Llullat,Prishtine,1,0m 2,150 €,03/12/2020,4 Lullat
16362,Banese me qira te 4 Llullat,Prishtine,2,0m 2,250 €,03/12/2020,4 Lullat
16363,Banese me qira ne Lakrishte,Prishtine,1,0m 2,230 €,03/12/2020,Lakrishta
16364,Banese me qira te 4 Llullat,Prishtine,2,0m 2,250 €,03/12/2020,4 Lullat
16365,Banese me qira ne Dragodan,Prishtine,3,0m 2,550 €,03/12/2020,Arbëria (Dragodani)
16366,Banes me qera ne Dardani 2+1,Prishtine,2,0m 2,250 €,03/12/2020,Dardania
16367,Banes me qera ne Breg te Diellit 220€,Prishtine,1,0m 2,220 €,03/12/2020,Kodra e Diellit
16368,Banes me qera te Qafa,Prishtine,1,0m 2,180 €,03/12/2020,Qafa
16369,Banes me qera ne Dardani 200€,Prishtine,1,0m 2,200 €,03/12/2020,Dardania
16370,"Banes me qera te Mati 1, Alko Group",Prishtine,1,0m 2,250 €,03/12/2020,Ulpiana 1
16371,"Banes me qera Mati 1, Alko Group 2+1 250€",Prishtine,2,0m 2,250 €,03/12/2020,Ulpiana 1
16372,Banesa 89m2 me qira ne Dardani Rozi Patundshmeri,Prishtine,2,89m 2,330 €,03/12/2020,Dardania
16373,Ofrohet me qira Banesa rreth 200m2 ne Dardani ! DELTA,Prishtine,5,200m 2,600 €,03/12/2020,Dardania
16374,"Banesë (ZYRE) me qira në Ulpianë, tek AAK-ja📍",Prishtine,2,70m 2,250 €,03/12/2020,Ulpiana
16375,Banes me qira ne Lagjen e Muhaxherëve !DELTA,Prishtine,2,55m 2,220 €,03/12/2020,
16376,"Banese me qera ne lagjen Arberia ( Dragodan ), prane Komunes se re #2147",Prishtine,2,60m 2,270 €,03/12/2020,Arbëria (Dragodani)
16377,"Banese me qera ne lagjen Arberia ( Dragodan ), prapa Komunes se re #2146",Prishtine,3,74m 2,500 €,03/12/2020,Arbëria (Dragodani)
16378,Ofrohet banesa me qira ne Ulpiane (te shkolla fillore Hasan Prishtina) !DELTA,Prishtine,2,65m 2,300 €,02/12/2020,Ulpiana
16379,Banes me qera ne Dardani,Prishtine,1,0m 2,300 €,02/12/2020,Dardania
16380,Banes me qera ne Qender te Grandi,Prishtine,1,0m 2,240 €,02/12/2020,Qendra
16381,"Zyre me qira ne Qender, 📍",Prishtine,2,70m 2,600 €,02/12/2020,Qendra
16382,Banesa 80m2 me qira ne Qender Rozi Patundshmeri,Prishtine,2,80m 2,350 €,02/12/2020,Qendra
16383,Banesa 88m2 me qira te Bregu I Diellit Rozi Patundshmeri,Prishtine,2,88m 2,400 €,02/12/2020,Kodra e Diellit
16384,"Banese me qera ne lagjen Ulpiana, prane Simphony #2186",Prishtine,2,37m 2,200 €,02/12/2020,Ulpiana
16385,"Banes me qera ne Lagjen Tophane, ndertim i Kompanis Lesna #2164",Prishtine,3,82m 2,350 €,02/12/2020,Tophane
16386,"Banese me qera ne lagjen Ulpiana, prane Fontanes #2195",Prishtine,1,40m 2,170 €,02/12/2020,Ulpiana
16387,"Banesë me qira në Aktash, afër salles 1 Tetori 📍",Prishtine,3,105m 2,300 €,02/12/2020,Aktash
16388,"Banesë me qira Dardani, përball Parkut📍",Prishtine,2,55m 2,250 €,02/12/2020,Dardania
16389,"Banesë me qira në Rrugen B, objekti Royal📍",Prishtine,3,92m 2,350 €,02/12/2020,Rruga B
16390,"Banesë me qira në Lagjen e Spitalit, 📍",Prishtine,3,80m 2,300 €,02/12/2020,Lagjen e Spitalit
16391,Banesë me QIRA në lagjen Mati 1,Prishtine,3,0m 2,450 €,02/12/2020,Ulpiana 1
16392,"Banese me qera ne lagjen Mati 1, rruga C, prapa Banesave te Tregtise #2144",Prishtine,2,60m 2,250 €,01/12/2020,Ulpiana 1
16393,"Banese me qera ne Lagjen Bregu i Diellit, prane Fakultetit Teknik #2181",Prishtine,2,65m 2,230 €,01/12/2020,Kodra e Diellit
16394,"Banese me qera ne lagjen Aktash, perball Bibliotek Kombetare #2193",Prishtine,2,60m 2,250 €,01/12/2020,Aktash
16395,Banes me qera ne Breg te Diellit 200€,Prishtine,1,0m 2,200 €,01/12/2020,Kodra e Diellit
16396,"Banes me qera Mati 1, ne rrugen B",Prishtine,2,0m 2,450 €,01/12/2020,Ulpiana 1
16397,Jap me qera banesen te banesat e hinta 170 euro,Prishtine,2,50m 2,170 €,01/12/2020,
16398,"Ofrohet me qira banesa me siperfaqe 60m² ne lagjjen""Tophane""prane shkolles fillore""Meto Bajraktari"". !DELTA",Prishtine,2,60m 2,250 €,01/12/2020,Tophane
16399,Banese ne lagjen e spitalit Prishtine,Prishtine,2,63m 2,250 €,30/11/2020,Lagjen e Spitalit
16400,Banes me qera ne Tophane 2+1,Prishtine,2,0m 2,300 €,30/11/2020,Tophane
16401,Ofrohet banesa me qira ne Kodren e Diellit !DELTA,Prishtine,2,60m 2,200 €,30/11/2020,Kodra e Diellit
16402,Banes me qera ne Qender te Grandi,Prishtine,1,0m 2,200 €,30/11/2020,Qendra
16403,"Banes me qera ne Dardani 3+1, 250€",Prishtine,3,0m 2,250 €,30/11/2020,Dardania
16404,"Banes me qera ne Dardani 2+1, 220€",Prishtine,2,0m 2,220 €,30/11/2020,Dardania
16405,Banes me qera ne Dardani / Sante 250€,Prishtine,1,0m 2,250 €,30/11/2020,Dardania
16406,Banesa 75m2 me qira te Mati 1 Rozi Patundshmeri,Prishtine,2,75m 2,280 €,30/11/2020,Ulpiana 1
16407,Banese me qira ne Dardani,Prishtine,2,65m 2,270 €,30/11/2020,Dardania
16408,Banese me qira ne Arberi Dragodan,Prishtine,2,55m 2,250 €,30/11/2020,Arbëria (Dragodani)
16409,Banese me qira ne Aktash,Prishtine,2,60m 2,260 €,30/11/2020,Aktash
16410,Banese me qira ne Dardani,Prishtine,3,75m 2,350 €,30/11/2020,Dardania
16411,Garsonjere me qira ne Arberi Dragodan,Prishtine,1,40m 2,200 €,30/11/2020,Arbëria (Dragodani)
16412,Banese me qira ne Ulpiane,Prishtine,2,55m 2,300 €,30/11/2020,Ulpiana
16413,Banes me qera ne Dragodan 250€ (Zyre),Prishtine,1,0m 2,250 €,30/11/2020,Arbëria (Dragodani)
16414,Ofrohet Banesa 85m2 me qira ne Emshir ! DELTA,Prishtine,3,85m 2,270 €,30/11/2020,Kalabria
16415,Ofrohet me QIRA banesa në Ulpianë te banesat e oficerëve,Prishtine,3,70m 2,350 €,30/11/2020,Ulpiana
16416,"Ofrohet me QIRA banesa në shesh përballë Hotel ""Grand""",Prishtine,2,50m 2,350 €,30/11/2020,
16417,"Banesë me 𝐐𝐈𝐑𝐀 afër qendrës, mbrapa 𝗛𝗼𝘁𝗲𝗹 ""𝗦𝗶𝗿𝗶𝘂𝘀""",Prishtine,2,50m 2,220 €,30/11/2020,
16418,"Banes me qera ne lagjen Qender, sheshi Zahir Pajaziti #2171",Prishtine,2,40m 2,220 €,30/11/2020,Qendra
16419,"Banes me qera ne lagjen Arberia ( Dragodan ), tek Meridian Express #2175",Prishtine,3,90m 2,330 €,30/11/2020,Arbëria (Dragodani)
16420,Banes me qera ne lagjen e Muhaxhereve #2177,Prishtine,1,40m 2,230 €,30/11/2020,Lagjja e Muhaxherëve
16421,Banes me qera te Parku i Qytetit,Prishtine,1,0m 2,200 €,30/11/2020,Lagjja e Muhaxherëve
16422,Banes me qera ne Dardani 1+1,Prishtine,1,0m 2,250 €,30/11/2020,Dardania
16423,Banese me qira te Komuna e Re ne Arberi - 200€,Prishtine,2,78m 2,320 €,29/11/2020,Arbëria (Dragodani)
16424,Banese me qira rruga Muharrem Fejza - 200 euro,Prishtine,2,50m 2,200 €,29/11/2020,Muharrem Fejza
16425,Shiten 3 banesa te Xhafa Group ne Fushe Kosove,Prishtine,3,92m 2,500 €,29/11/2020,Fushe Kosove
16426,"Shiten banesat ne kompleksin Eliza, Fushe Kosove 500€",Prishtine,3,90m 2,500 €,29/11/2020,Fushe Kosove
16427,Banese moderne me qira ne Rrugen B 350€,Prishtine,3,92m 2,350 €,29/11/2020,Rruga B
16428,Banese komode me qira ne Arberi 600€,Prishtine,4,120m 2,600 €,29/11/2020,Arbëria (Dragodani)
16429,Banese me qira ne Dardani perballe Santese 350€,Prishtine,3,80m 2,350 €,29/11/2020,Dardania
16430,Banese me qira te Parku ne Dardani - 250€,Prishtine,2,55m 2,250 €,29/11/2020,Dardania
16431,Banese me qira ne Dardani te Bast-Trade - 220€,Prishtine,2,0m 2,220 €,29/11/2020,Dardania
16432,"Shitet banesa ne Ulpiane mrapa AAK-se, 40m²",Prishtine,2,40m 2,"75,000 €",29/11/2020,Ulpiana
16433,Banese me qira mrapa Hotel Siriusit - 250€,Prishtine,2,65m 2,250 €,29/11/2020,Siriusi
16434,Banese me qira mbi Hamburger AGA ne Ulpiane 250€,Prishtine,2,75m 2,250 €,29/11/2020,Ulpiana
